quintile,gross_annual_return,net_annual_return,annual_vol,sharpe,avg_turnover,avg_stocks,max_drawdown,excess_return,return_per_vol,cost_drag
1,0.05254209521928132,0.02528996434810451,0.08687888970907523,0.2910944699315461,0.7570036353104671,28.9453125,-0.05494679558296953,0.03755499661376859,0.2910944699315461,0.02725213087117681
2,0.04047537419520222,0.011659124746855562,0.06421090042774108,0.18157547502352828,0.8004513735651849,28.7421875,-0.035518691832358396,0.023924157012519646,0.18157547502352828,0.028816249448346654
3,0.015925577074606904,-0.012265032265664083,0.06688839348415636,-0.18336562782852997,0.7830724816741941,28.53125,-0.03544019495687972,0,-0.18336562782852997,0.028190609340270987
4,0.018109871088758823,-0.010563292613558975,0.061129441144266355,-0.17280204784842468,0.7964767695088277,28.2734375,-0.03809008921398354,0.0017017396521051085,-0.17280204784842468,0.028673163702317796
5,0.04169577527090822,0.013328051179324975,0.07452248755438305,0.17884603180481304,0.7879923358773122,28.1328125,-0.044818942702107956,0.02559308344498906,0.17884603180481304,0.02836772409158324
