year,total_return,benchmark_return,active_return,tracking_error,information_ratio,avg_momentum_exposure,momentum_timing_corr
2019,NA,-0.00562258818512873,NA,NA,NA,0.015241725185133047,-1
2020,NA,-0.1357419517781755,NA,NA,NA,-0.0035879822546874772,-0.35935692802162567
2021,NA,-0.005000650168188403,NA,NA,NA,0.011722024167386968,-0.30597553365669244
2022,NA,0.04818055639252328,NA,NA,NA,0.013843746203863819,0.40761038079138984
2023,NA,-0.00681051838321467,NA,NA,NA,0.0037163008638225643,-0.4853083618960439
2024,NA,0.017579895872100293,NA,NA,NA,0.007580758111605434,-0.30247467305653747
2025,NA,-0.023022207138901907,NA,NA,NA,0.020463465244263974,0.08683417591286012
